ID,Drone,Day,Mo,Year,City_original,State,Country,Location.new,Geocluster,Latitude,Longitude,Collector,Varroa,Other_obs,Weather,Beekeeper,ABPV,AM,AR,BQCV,CBPV,DWV,IAPV,KBV,LSV,SBPV,SV,VDV1,VDV2,VDV3,VO1,VTV,Afr.Extent,V.arrival
1444,,10,10,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM, MDR, IGI",NA,"0.650KG, NO MIEL, INTERM SITE KM 109.5, NO PRUEBA","MEDIO NUBLADO, VIENTO, 17C, 14:55",TRAPLINE,0,3.29E-05,0,0.0039482,0,0,0,0,0.00571545,0,99.9903,0,0,0,0,0,43.29413186,0
1445,,10,10,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM, MDR, IGI",NA,"1.200KG, POCO MIEL, NO PRUEBA","MEDIO NUBLADO, 17C, 15:30",TRAPLINE,0,0.218278,0,0,0,0,0,0,74.7098,0,25.0719,0,0,0,0,0,1.354373847,0
1446,,10,10,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM, MDR, IGI",NA,"2.300KG, NO HAY PANALES, NO PRUEBA","MEDIO NUBLADO, 17C, 15:30",TRAPLINE,0,0.100701,0,12.0555,87.8438,0,0,0,0,0,0,0,0,0,0,0,1.00E-07,0
1447,,10,10,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM, MDR, IGI",NA,"1.75KG, NO HAY PANALES, NO PRUEBA","MEDIO NUBLADO, 17C, 15:30",TRAPLINE,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.838974174,0
1448,,10,10,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM, MDR, IGI",NA,"0.900KG, MIEL OPERCULADA, NO PRUEBA","MEDIO NUBLADO, 17C, 16:00",TRAPLINE,0,1.30016,0,0,0,0,0,0,73.8755,0,24.8244,0,0,0,0,0,1.00E-07,0
1449,,10,10,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM, MDR, IGI",NA,"1.200KG, POCO MIEL,POLEN, NO PRUEBA, OLD WINSTON NOW INTERM SITE KM 115.2","MEDIO NUBLADO, 17C, 16:20",TRAPLINE,0,0.274021,0,16.4177,0,0,0,0,19.8004,0,63.5079,0,0,0,0,0,29.76369464,0
1450,,10,10,1990,LAPESCA-SLM,TAMAULIPAS,MEXICO,La Pesca region,TAM,23.787763,-97.776215,"JHZM, MDR, IGI",NA,"0.900KG, NO PRUEBA","MEDIO NUBLADO, 17C, 17:00",TRAPLINE,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-07,0
1452,,10,10,1990,LAPESCA-SLM,TAMAULIPAS,MEXICO,La Pesca region,TAM,23.787763,-97.776215,"JHZM, MDR, IGI",NA,"0.700KG, POCA MIEL, POCO POLEN, NO PRUEBA","MEDIO NUBLADO, 17C",TRAPLINE,0,1.11472,0,44.5786,54.3066,0,0,0,0,0,0,0,0,0,0,0,1.00E-07,0
1453,,10,10,1990,LAPESCA-SLM,TAMAULIPAS,MEXICO,La Pesca region,TAM,23.787763,-97.776215,"JHZM, MDR, IGI",NA,"0.700KG, POCA MIEL, NO PRUEBA","MEDIO NUBLADO, 17C",TRAPLINE,0,0.183577,0,15.3075,0,0,0,0,18.9381,0,65.5708,0,0,0,0,0,27.13394773,0
1455,,11,10,1990,LAPESCA-SLM,TAMAULIPAS,MEXICO,La Pesca region,TAM,23.787763,-97.776215,"JHZM, MDR, IGI",NA,"0.700KG, MUCHA MIEL Y POLEN, NO PRUEBA","DESPEJADO, 11:53",TRAPLINE,0,1.65304,0,98.347,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-07,0
1456,,11,10,1990,LAPESCA-SLM,TAMAULIPAS,MEXICO,La Pesca region,TAM,23.787763,-97.776215,"JHZM, MDR, IGI",NA,"1.00KG, MUCHA MIEL Y P0LEN, NO PRUEBA, NADAMAS? HAY CELDILLA","DESPEJADO, 12:30",TRAPLINE,0,1.1927,0,0,0,0,0,0,98.8073,0,0,0,0,0,0,0,17.11451226,0
1458,,11,10,1990,LAPESCA-SLM,TAMAULIPAS,MEXICO,La Pesca region,TAM,23.787763,-97.776215,"JHZM, MDR, IGI",NA,"1.400KG, POCA MIEL Y POCO POLEN, NO PRUEBA, INTERM SITE KM 37.3","DESPEJADO,Y SOLEADO, 13:00",TRAPLINE,0,1.2063,0,0,0,0,0,0,17.3888,0,81.4049,0,0,0,0,0,49.60106835,0
1459,,11,10,1990,LAPESCA-SLM,TAMAULIPAS,MEXICO,La Pesca region,TAM,23.787763,-97.776215,"JHZM, MDR, IGI",NA,"0.900KG, POCA MIEL Y POLEN, NO PRUEBA, INTERM SITE KM 43.5","DESPEJADO,Y SOLEADO, 13:25",TRAPLINE,0,0.847032,0,0,0,0,0,0,0,0,99.153,0,0,0,0,0,92.56107517,0
1460,,11,10,1990,LAPESCA-SLM,TAMAULIPAS,MEXICO,La Pesca region,TAM,23.787763,-97.776215,"JHZM, MDR, IGI",NA,"NO PRUEBA, INTERM SITE KM 43.5, NO SAMPLES OR BROOD CIRCLED, NO PESO","DESPEJADO,Y SOLEADO, 13:25",TRAPLINE,0,1.16257,0,0,0,0,0,0,98.8374,0,0,0,0,0,0,0,76.01646666,0
1461,,11,10,1990,LAPESCA-SLM,TAMAULIPAS,MEXICO,La Pesca region,TAM,23.787763,-97.776215,"JHZM, MDR, IGI",NA,"0.900KG, POCA MIEL Y POLEN, NO PRUEBA, USED BLANK DATA SHEET BECAUSE RUBINK USED THIS ONE FOR ANOTHER SITE.","DESPEJADO,Y SOLEADO, 14:15",TRAPLINE,0,0.390549,0,0,0,0,0,0,99.6095,0,0,0,0,0,0,0,94.35440048,0
1468,,24,10,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,"0.900KG, ENJAMBRE RESIDUAL","MEDIO NUBLADO,15:35H",TRAPLINE,0,0,0,0,0,0,0,0,74.6724,0,25.3276,0,0,0,0,0,99.9999999,0
1495,,5,11,1990,PESCA-SLM,TAMAULIPAS,MEXICO,La Pesca region,TAM,23.787763,-97.776215,WLR,NA,"1.6KG, DRONES PRESENT, 4 OF 9 COMBS DRONE COMB, CAN'T READ COMBX",NA,TRAPLINE,0,0.0982977,0,0,0,99.9017,0,0,0,0,0,0,0,0,0,0,23.66555585,0
1498,,5,11,1990,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,"WLR, JHZM",NA,"0.700KG, ALGUNOS ZANGANOS, NO PRUEBA",NA,TRAPLINE,8.70136,6.92434,0,0,0,0,0,0,84.3743,0,0,0,0,0,0,0,93.26526703,0
1500_A,,5,11,1990,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,"WLR, JHZM",NA,"0.250KG, ZANGANOS, NO PRUEBA",NA,TRAPLINE,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,96.47722569,0
1501,,5,11,1990,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,"WLR, JHZM",NA,"0.360KG, ZANGANOS, NO PRUEBA",NA,TRAPLINE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.33301957,0
1503,,5,11,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,WLR,NA,"0.810KG, POLEN ABUNDANTE, PROPOLIO EN PIQUERA ??? 1CM DIAM",NA,TRAPLINE,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.94521989,0
1505,,4,11,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"WLR,JHZM",NA,"0.25KG, VERY LITTLE POLLEN, NECTAR, DRONE COMB, NO DRONES, FEW SEALED PUPAE",NA,TRAPLINE,0,0.162042,0,22.7717,0,0,0,0,14.1578,0,62.9084,0,0,0,0,0,1.00E-07,0
1506,,4,11,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"WLR, JHZM",NA,"ALGUNOS ZANGANOS, POLLEN SOME NECTAR, MANY EGGS, NO SAMPLES CIRCLED",NA,TRAPLINE,0,0.434928,0,0,0,0,0,0,74.5583,0,25.0068,0,0,0,0,0,2.096642562,0
1508,,4,11,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"WLR,JHZM",NA,"1.200KG, A FEW DRONES PRESENT, NO PRUEBA",NA,TRAPLINE,0,6.60092,0,0,0,0,0,0,93.3991,0,0,0,0,0,0,0,52.6156079,0
1509,,21,11,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,"0.250KG, ENJAMBRE PEQUENO, INTERMEDIATE SITE #48.3, ALCOHOL REINA",DESPEJADO,TRAPLINE,0,8.56688,0,0,0,0,0,0,91.4331,0,0,0,0,0,0,0,97.27455458,0
1510,,21,11,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,"0.650KG, MUCHA MIEL, 4 PANALES CAIDOS, KM 24.5, ALCOHOL REINA",DESPEJADO,TRAPLINE,0,14.3603,0,0,0,0,0,0,51.2522,0,34.3875,0,0,0,0,0,1.00E-07,0
1511,,21,11,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,"0.400KG, ENJAMBRE PEQUENO, ADULT DRONES, INTERMEDIATE SITE AT KM 69, ACOHOL REINA",MEDIO NUBLADO,TRAPLINE,91.3938,8.60619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.34356692,0
1512,,21,11,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,"0.500KG, MUCHA MIEL Y POLEN, INTERMEDIATE SITE AT KM 79.2, ALCOHOL REINA",MEDIO NUBLADO,TRAPLINE,0,5.69684,0,0,0,0,0,0,94.3032,0,0,0,0,0,0,0,52.36166831,0
1513,,21,11,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,"1.250KG, POCO POLEN Y MIEL, KM 80.3, ALCOHOL REINA",MEDIO NUBLADO,TRAPLINE,0,1.16821,0,0,0,0,0,0,98.8318,0,0,0,0,0,0,0,99.97126528,0
1514,,21,11,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,"0.200KG, ZANGANOS, POCA MIEL Y POLEN, SOSPECHOSO, ALCOHOL REINA",MEDIO NUBLADO,TRAPLINE,0,8.91356,0,0,0,0,0,0,91.0864,0,0,0,0,0,0,0,85.80165766,0
1515_A,,21,11,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,"0.250KG, POLEN Y MIEL, SOSPECHOSO, ALCOHOL REINA",MEDIO NUBLADO,TRAPLINE,12.7877,0,0,7.12376,69.7577,0,0,0,10.3308,0,0,0,0,0,0,0,95.87396869,0
1515_B,,21,11,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,"0.250KG, POLEN Y MIEL, SOSPECHOSO, ALCOHOL REINA",MEDIO NUBLADO,TRAPLINE,0,0.0757884,0,0,0,3.75534,0,0,96.1689,0,0,0,0,0,0,0,99.9999999,0
1516_B,,21,11,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,"1.85KG, MUCHA MIEL Y POLEN, ALCOHOL REINA",MEDIO NUBLADO,TRAPLINE,0,13.0003,0,0,0,0,0,0,86.9997,0,0,0,0,0,0,0,99.9999999,0
1517,,11,12,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"WLR, KRW, JHZM",NA,"0.125KG, MUESTRAS DE CRIA Y ENJ. ENTERO, SITIO INTERMEDIO #54.5 KM 5.0, POCA MIEL Y POLEN, SIN ZANGANOS","SOLEADO, WARM",TRAPLINE,5.14225,0.432639,0,94.4251,0,0,0,0,0,0,0,0,0,0,0,0,63.67130339,0
1519,,11,12,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"WLR, JHZM, KRW",NA,"0.175KG, MUESTRA ENJ. ENTERO, ENJ MUY CHICO Y NUEVO, NO HAY PANAL, KM 80.3 FEW RESIDUALS LEFT OUT.",NUBLADO,TRAPLINE,0,7.59423,0,0,0,0,0,0,92.4058,0,0,0,0,0,0,0,95.14266199,0
1520,,11,12,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"WLR, JHZM, KRW",NA,"1.125KG, MUCHAS ABEJAS PORFUERAS, NADA DENTRO, BASTANTES ZANGANOS ~5%, NO PANALES, SITIO INTERM KM 81.9",NA,TRAPLINE,0,0.43374,0,23.3011,0,0,0,0,26.1841,0,50.0811,0,0,0,0,0,99.9999999,0
1521,,11,12,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"WLR, JHZM, KRW",NA,"0.155KG, MUESTRA DE CRIA, ZANGANOS, KM 85.5",NUBLADO,TRAPLINE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.57363849,0
1522,,11,12,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"WLR, KRW, JHZM",NA,"1.575KG, MUESTRAS DE CRIA Y ENJ. PARCIAL, CASI 3 A GENERACION, OVIPOSITION LIMITED; LOTS OF EMPTY CELLS, EGGS SCATTERED, SEALED BROOD BETTER PATTERN, POCA MIEL Y POLEN, SIN ZANGANOS, SIT INTER KM116.4",NUBLADO,TRAPLINE,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,52.20615895,0
1523,,12,12,1990,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,"JHZM, KRW, IGI",NA,"1.825KG, ZANGANOS ADULTOS, 9 COPACELDAS, 2 CON HUEVO, ON BOTTOM EDGE OF COMBS, SAMPLED ONLY PART OF SWARM BECAUSE ISN'T REALLY A SWARM ANYMORE, MUY GRANDE Y VIEJO; REALMENTE HAY CRIA DE 3 A GENERACION",SOLEADO CON NUBLINA,TRAPLINE,0,7.63379,0,0,0,0,0,0,92.3662,0,0,0,0,0,0,0,95.74519275,0
1525,,12,12,1990,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,"KRW, IGI, JHZM",NA,"0.375KG, 1 A GENERACION DE CRIA A EDGE OF PANAL, PIQUERA 75% PROPOLIZADA, 2 MUESTRAS DE ALCOHOL, MUCHA MIEL OPERCULADA, MUESTRA DE CRIA ABEJAS NO ENTRAN DERECHO","SOLEADO, VIENTITO",TRAPLINE,0,10.5436,0,89.4564,0,0,0,0,0,0,0,0,0,0,0,0,5.14060709,0
1526,,12,12,1990,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,"KRW, JHZM, IGI",NA,"0.725KG, 2 MUESTRAS DE ETOH, MUESTRA DE CRIA, ENJAMBRE ENTERO MUCHO POLEN, PIQUERA 80% PROPOLIZADA, ARANA VIUDA NEGRA, KM 39.8","SOLEADO, ~70F",TRAPLINE,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.9999999,0
1527,,12,12,1990,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,"KRW, JHZM, IGI",NA,"0.525KG, 2 MUESTRAS DE ETOH, MUESTRA DE CRIA, ENJAMBRE ENTERO, BASTANTE POLEN Y MIEL, AVISPAS ROJAS ENTRE TAPAS","SOLEADO, ~70F",TRAPLINE,0,1.61048,0,0,0,16.0298,0,0,82.3598,0,0,0,0,0,0,0,99.9999999,0
1528,,12,12,1990,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,"KRW, JHZM, IGI",NA,"0.175KG, 2 MUESTRAS ETOH, MUESTRA DE CRIA, ENJAMBRE ENTERO, LLENA DE CRIA. KM 44","SOLEADO, ~80F",TRAPLINE,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.9999999,0
1529,,12,12,1990,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,"KRW, JHZM, IGI",NA,"0.575KG, 2 MUESTRA DE ETOH, MUESTRA DE CRIA, ENJAMBRE ENTERO, BASTANTE MIEL Y POLEN, HUEVOS TO EDGE OF COMB, KM 44","SOLEADO, ~80F",TRAPLINE,0,1.77845,0,0,0,0,0,0,98.2216,0,0,0,0,0,0,0,46.45173924,0
1530,,12,12,1990,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,"KRW, JHZM, IGI",NA,"2.225KG, MUCHAS ABEJAS, ENJAMBRE NUEVO, MUESTRA DE ENJAMBRE ENTERO, SITIO INTERMEDIO #16.5, KM 45.6","SOLEADO, 80F",TRAPLINE,0,0.194003,0,0,0,0,0,0,99.806,0,0,0,0,0,0,0,99.49844945,0
1531,,12,12,1990,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,"KRW, JHZM, IGI",NA,"0.375KG, 2 MUESTRAS DE ETOH, MUESTRAS DE CRIA Y ENJ. ENTERO, KM 49.5 NIDO DE RATA SIN RATAS","SOLEADO, POCO VIENTO",TRAPLINE,0,8.6523,0,0,0,0,0,0,68.4957,0,22.852,0,0,0,0,0,73.44193568,0
1532,,11,12,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"WLR, KRW, JHZM",NA,"0.225KG, 2 MUESTRAS DE ETOH, MUESTRAS DE CRIA Y ENJ. ENTERO, HUEVOS TO EDGE OF COMB, RATAS CON ABEJAS, AVISPAS ENTRE TAPAS(ROJA-AMARILLAS), KM 53.1",NA,TRAPLINE,2.52393,0.329725,0,22.4754,0,0,0,0,12.1728,0,62.4981,0,0,0,0,0,52.59284003,0
1533,,15,1,1991,ACMBRES-VICT,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"WLR, JHZM, BTG",NA,"0.225KG, MUESTRA DE CRIA Y ENJ ENTERO, NO HAY ZANGANOS",NA,TRAPLINE,0,1.16626,0,0,0,0,0,0,98.8337,0,0,0,0,0,0,0,97.07231113,0
1534,,16,1,1991,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,WLR,NA,"0.425KG, NO TIENE PANAL, MUESTRA DE ENJ ENTERO",NA,TRAPLINE,0,1.36179,0,0,0,0,0,0,98.6382,0,0,0,0,0,0,0,80.55951658,0
1535,,16,1,1991,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,WLR,NA,"1.475KG, NO HAY ZANGANOS, MUESTRA DE ENJ ENTERO",NA,TRAPLINE,0,0.379512,0,3.76116,0,0,0,0,92.2211,0,3.63821,0,0,0,0,0,96.0974684,0
1536,,16,1,1991,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,WLR,NA,"0.825KG, NO HAY ZANGANOS, MUESTRA DE ENJ PARCIAL",NA,TRAPLINE,0,0.0975179,0,1.33624,0,45.2797,0,0,53.2865,0,0,0,0,0,0,0,32.54996492,0
1537,,16,1,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,WLR,NA,"0.875KG, NO ZANGANOS, ENJ PARCIAL",NA,TRAPLINE,0,0.109724,0,6.49076,0,0,0,0,93.3995,0,0,0,0,0,0,0,89.13273844,0
1538,,16,1,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,WLR,NA,"1.325KG, ENJ PARCIAL, MUCHO NECTAR, MUCHAS CELDILLAS DE ZANGANO",NA,TRAPLINE,0,12.4006,0,0,0,0,0,0,87.5994,0,0,0,0,0,0,0,20.01597862,0
1539,,16,1,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,WLR,NA,"0.275KG, ENJ PARCIAL, ZANGANOS PRESENTE, SIT INTERM #31.6, KM 74.8",NA,TRAPLINE,0,0.276462,0,5.45678,0,0,0,0,94.2668,0,0,0,0,0,0,0,98.38252026,0
1540,,16,1,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,WLR,NA,"0.625KG, ENJ PARCIAL, 1 PANALCITO ZANGANERO, NO ZANGANOS, MUCHO NECTAR POCO POLLEN",NA,TRAPLINE,0,6.0991,0,0,0,0,0,0,93.9009,0,0,0,0,0,0,0,32.64690518,0
1543,,17,1,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"WLR, JHZM, MR",NA,"0.985KG, ENJ PARCIAL, MUCHA MIEL, POCO POLEN, UNAS CUANTOS CELDILLAS ZANGANOS, NO HAY ZANGANOS",NA,TRAPLINE,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,95.84670947,0
1544,,16,1,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,WLR,NA,"ENJ ENTERO, SIN ZANGANOS, CERA MUY ""AGUADA""(?), MUCHO NECTAR, ALGO DE POLEN, SITIO INTERM #36.5, KM 57.7",NA,TRAPLINE,0,0.270957,0,0,0,0,0,0,99.729,0,0,0,0,0,0,0,89.33206675,0
1545,,16,1,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"WLR, JHZM, MR",NA,"0.725KG, PANAL DE ZANGANO CON MIEL, SIN ZANGANO, ENJ PARCIAL,",NA,TRAPLINE,0,5.11484,0,0,0,17.001,0,0,58.3107,0,19.5734,0,0,0,0,0,53.37256787,0
1546,,16,1,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"WLR, JHZM, MR",NA,"0.575KG, SIN ZANGANOS, ENJ PARCIAL, MUCHO NECTAR Y MIEL",NA,TRAPLINE,86.0308,0.548354,0,0,0,13.4208,0,0,0,0,0,0,0,0,0,0,62.86044829,0
1547,,17,1,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"WLR, JHZM, MR",NA,"2.075KG, SIN ZANGANO, ENJ ENTERO",NA,TRAPLINE,0,0.367758,0,0,0,0,0,0,99.6322,0,0,0,0,0,0,0,50.74977669,0
1550,,15,1,1991,ACMBRES-VICT,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"WLR, JHZM, BTG",NA,"0.525KG,NO ZANG,ENJ ENTERO,ORIG #1532,BUT USED LAST MONTH;GIVEN 1550,BUT USED LATER TOO,WILL RETAIN SMPL #1550 + RENUMBER SUBSEQUENT SAMPLE (LATE JAN) AS 1784, SLIDES MAY BE 1532A",NA,TRAPLINE,0,2.13818,0,25.2509,0,0,0,0,72.611,0,0,0,0,0,0,0,95.81138264,0
1552,,30,1,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM,MDR,IGI",NA,"0.375KG, 15'S,",MEDIO NUBLADO,TRAPLINE,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.9999999,0
1553,,30,1,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM,MDR,IGI",NA,"1.375KG, 15'S, PRES DE ZANGANOS, NO COMB OR BROOD YET",MEDIO NUBLADO,TRAPLINE,0,0.307794,0,5.23099,0,94.4612,0,0,0,0,0,0,0,0,0,0,50.48512877,0
1555,,31,1,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM,MDR,IGI",NA,"0.475KG, 15'S, NO SE ENCONTRO REINA",DESPEJADO,TRAPLINE,0,0.0053891,0,0,0,0,0,0,99.9946,0,0,0,0,0,0,0,89.13930351,0
1556,,31,1,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM,MDR,IGI",NA,"0.6252KG, 15'S",DESPEJADO,TRAPLINE,0,0.219353,0,0,0,99.7806,0,0,0,0,0,0,0,0,0,0,43.82000145,0
1557,,31,1,1991,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,"JHZM,MDR,IGI",NA,"0.125KG, SITIO INTERMEDIO KM 34.5, 15'S",DESPEJADO,TRAPLINE,98.1657,0.0532684,0,0,0,1.78108,0,0,0,0,0,0,0,0,0,0,75.98174086,0
1558_A,,31,1,1991,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,"JHZM,MDR,IGI",NA,"1.425KG, PRESENCIA DE DRONES, SITIO INTERMEDIO A KM 34.5, 15'S",DESPEJADO,TRAPLINE,57.1546,0.199136,0,0,0,0,0,0,42.6462,0,0,0,0,0,0,0,90.25130907,0
1559,,31,1,1991,PESCA-SLM,TAMAULIPAS,MEXICO,La Pesca region,TAM,23.787763,-97.776215,"JHZM,MDR,IGI",NA,"1.325KG, PRESENCIA DE DRONAS, QUINCENALES",DESPEJADO,TRAPLINE,22.6947,4.45957,0,0,0,0,0,0,72.8458,0,0,0,0,0,0,0,96.27031437,0
1560,,13,2,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM,MDR,AZOCA",NA,"1.075KG, ENJAMBRE PORFUERA, SIT INTERM KM 21.2, PRES DE ZANGANOS, NO COMB",DESPEJADO,TRAPLINE,0,20.0735,0,0,0,50.8626,0,0,29.064,0,0,0,0,0,0,0,52.56863868,0
1561,,13,2,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,"1.075KG, ENJAMBRE FUERTE",DESPEJADO,TRAPLINE,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.88922486,0
1562,,13,2,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,1.225KG,DESPEJADO,TRAPLINE,0,8.53188,0,0,0,0,0,0,91.4681,0,0,0,0,0,0,0,94.52945315,0
1564,,13,2,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,"0.325KG, NO COMB",DESPEJADO,TRAPLINE,0,0.000319902,0,0,0,0,0,0,99.9997,0,0,0,0,0,0,0,94.19387617,0
