SAMPLE_ID,Drone,Day,Mo,Year,City_original,State,Country,Location-new,Geocluster,Latitude,Longitude,Collector,Varroa,Other_obs,Weather,Beekeeper
1293,,15,8,1989,CD. VICTORIA A SOTO,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"RUBINK, RESENDEZ",NA,MUY POCAS ABEJAS PROPELEO EN LA PIQUERA CELDILLA DE ZANGANOS HUERFANA,SUNNY,TRAPLINE
1294,,15,8,1989,CD. VICTORIA A SOTO,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"RUBINK, RESENDEZ",NA,LARGE SWARM,SUNNY,TRAPLINE
1297,,15,8,1989,CD. VICTORIA A SOTO,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"WLR,DR.RESENDEZ",NA,NA,SUNNY,TRAPLINE
1304,,19,9,1989,CD. VICTORIA A SOTO,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"WLR, FRP, JMG",NA,ENJAMBRE PEQUENO,PARTLY CLOUDY,TRAPLINE
1321,,7,11,1989,CD. VICTORIA A SOTO,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"WLR,KRW",NA,"NECTAR, BALD HEADED PUPAE-PURPLE EYE &WHITE LESSER WAXMOTH-A FEW LITTLE POLLEN, NECTAR;NON SEALED","BREEZY, SUNNY, CLEAR",TRAPLINE
1322_A,,7,11,1989,CD. VICTORIA A SOTO,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"AMC,WLR,KRW",NA,UNSEALED PUPAE FALLING OUT OF CELL A LITTLE POLLEN & NECTAR,"SUNNY,BREEEZY AND CLEAR",TRAPLINE
1322_B,,7,11,1989,CD. VICTORIA A SOTO,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"AMC,WLR,KRW",NA,UNSEALED PUPAE FALLING OUT OF CELL A LITTLE POLLEN & NECTAR,"SUNNY,BREEEZY AND CLEAR",TRAPLINE
1213,,7,3,1989,CD. VICTORIA/SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,WTW ET. AL.,NA,"ALGO DE NECTAR Y POLEN, REGULAR ZANGANOS PRESENTES UN PANAL PEQ. DE CELD. DE ZANGANO",SUNNY WINDY,TRAPLINE
1217,,7,3,1989,CD. VICTORIA/SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,WTW ET. AL.,NA,CELDILLA DE ZANGANO- 1 PANAL PEQUENO ALGO DE POLEN Y NECTAR,SUNNY WINDY,TRAPLINE
1272,,6,6,1989,CIUDAD VICTORIA,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,W.L.R. ET.AL.,NA,NA,SOLEADO FRESCO,TRAPLINE
1285,,10,7,1989,CMBRES CD. VICTORIA,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"RUBINK, JJRB",NA,*ENTIRE SWARM (SMALL) NOTE: ABANDONED RAT NEST PRESENT,"HOT, SUNNY",TRAPLINE
1286,,10,7,1989,CMBRES CD. VICTORIA,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"RUBINK, ROY",NA,*ENTIRE SWARM (SMALL),"SUNNY, HOT",TRAPLINE
1224,,4,4,1989,VICT/SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,W.L.R. ET.AL.,NA,"LOTS OF SEALED HONEY, ZANGANOS PRESENTS LITTLE POLLEN, NO DRONE COMB",NUBLADO VIENTO,TRAPLINE
1225,,4,4,1989,VICT/SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,W.L.R. ET.AL.,NA,"CELDILLA DE ZANGANOS, ZANGANOS PRESENTES MUCHA MIEL-2 PANALES PEQ. DE CELDILLA ZANGANO",NUBLADO VIENTO,TRAPLINE
1227,,4,5,1989,VICT/SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,W.L.R. ET.AL.,NA,2 PANALES MEDIANOS CAIDOS,SOLEADO,TRAPLINE
1228,,4,5,1989,VICT/SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,W.L.R. ET.AL.,NA,PANALES CAIDOS Y DEFORMADAS TRAMPA DESTROJADA SE PERDIERON ABEJAS DE LA MUESTRA,PARTLY CLOUDY,TRAPLINE
1229,,4,5,1989,VICT/SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,W.L.R. ET.AL.,NA,CELDILLA DE ZANGANO. PRESENCIA DE MUCHOS ESCARABAJOS CARABIOS. BASTANTE POLEN Y MIEL OPERCULADA,PARTLY CLOUDY,TRAPLINE
1230,,4,5,1989,VICT/SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,W.L.R. ET.AL.,NA,"MUCHO POLEN Y NECTAR, PANAL DE ZANGANO PRESENCIA DE POLILEA, ROPACELDA PRESENTE",PARTLY CLOUDY,TRAPLINE
1232,,4,5,1989,VICT/SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,W.L.R. ET.AL.,NA,MUCHA MIEL Y POLEN CELDILLA DE ZANGANO,PARTLY CLOUDY,TRAPLINE
1270,,6,6,1989,VICT/SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,W.L.R. ET.AL.,NA,"NECTAR SUFICIENTE ZANGANOS, BASTANTES *UNA SUBMUESTRA",SOLEADO FRESCO,TRAPLINE
1277,,6,6,1989,VICT/SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,W.L.R. ET.AL.,NA,MEDIO PEQUENO,SOLEADO FRESCO,TRAPLINE
1312,,17,10,1989,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,WLR ET AL,NA,VERY SMALL SWARM *NO SWARM SAMPLE ~20 CAPPED CELLS! V. LITTLE BROOD,25C,TRAPLINE
1282,,7,6,1989,JUAM/VICT,TAMAULIPAS,MEXICO,Jaumave - Ciudad Victoria,TAM,23.408993,-99.383315,W.L.R. ET.AL.,NA,BASTANTE MIEL Y POLEN PRESENTE CONVIVIENDO CON POISTES ROJOS!,SOLEADO FRESCO,TRAPLINE
1283,,7,6,1989,JUAM/VICT,TAMAULIPAS,MEXICO,Jaumave - Ciudad Victoria,TAM,23.408993,-99.383315,W.L.R. ET.AL.,NA,BASTANTE MIEL Y POLEN POCAS ABEJAS NIDO DE POLISTES ROJO ABANDONADO,SOLEADO FRESCO,TRAPLINE
1284,,7,6,1989,JUAM/VICT,TAMAULIPAS,MEXICO,Jaumave - Ciudad Victoria,TAM,23.408993,-99.383315,W.L.R. ET.AL.,NA,"NO HAY POSTURA, NI DE OBRERA- THICKENED CELL EDGES, NO QUEEN PRESENT",SOLEADO FRESCO,TRAPLINE
1317,,16,10,1989,A CAMBRES-CD. VICTORI,TAMAULIPAS,MEXICO,La Pesca region,TAM,23.787763,-97.776215,"ZAVALA, KRW",NA,SAMPLED 18 OCT 89,"SUNNY, NO WIND",TRAPLINE
1262,,10,5,1989,LA PESCA A SOTO,TAMAULIPAS,MEXICO,La Pesca region,TAM,23.787763,-97.776215,W.L.R. ET.AL.,NA,"RATON NEST; NO BROOD; *COMB TOO DAMAGED TO MEASURE (RESIDUAL SWARM?) ADULT DRONES, SOME HONEY",SOLEADO FRESCO,TRAPLINE
1264,,10,5,1989,LA PESCA A SOTO,TAMAULIPAS,MEXICO,La Pesca region,TAM,23.787763,-97.776215,W.L.R. ET.AL.,NA,NA,SOLEADO FRESCO,TRAPLINE
1278,,6,6,1989,LA PESCA A SOTO,TAMAULIPAS,MEXICO,La Pesca region,TAM,23.787763,-97.776215,W.L.R. ET.AL.,NA,*PARTIAL ENJAMBRE REGULAR,SOLEADO FRESCO,TRAPLINE
1279,,6,6,1989,LA PESCA A SOTO,TAMAULIPAS,MEXICO,La Pesca region,TAM,23.787763,-97.776215,W.L.R. ET.AL.,NA,ENJAMBRE REGULAR,SOLEADO FRESCO,TRAPLINE
1280,,6,6,1989,LA PESCA A SOTO,TAMAULIPAS,MEXICO,La Pesca region,TAM,23.787763,-97.776215,W.L.R. ET.AL.,NA,*PARTE POCO NECTAR ALGO DE POLEN,SOLEADO FRESCO,TRAPLINE
1281,,6,6,1989,LA PESCA A SOTO,TAMAULIPAS,MEXICO,La Pesca region,TAM,23.787763,-97.776215,W.L.R. ET.AL.,NA,*UNA PARTE PENCAS POR FUERA- NADA POR DENTRO UN POCO NECTAR ALGO DE POLEN,SOLEADO FRESCO,TRAPLINE
1298,,15,8,1989,LA PESCA A SOTO,TAMAULIPAS,MEXICO,La Pesca region,TAM,23.787763,-97.776215,RUBINK ET AL,NA,"CELDILLAS DE ZANGANOS ENJAMBRE FUERTE, GRANDE",SUNNY,TRAPLINE
1314,,17,10,1989,LA PESCA A SOTO,TAMAULIPAS,MEXICO,La Pesca region,TAM,23.787763,-97.776215,WLR ET AL,NA,LARGE SWARM RAT'S NEST PRESENT W/O RAT,"CLOUDY, IT JUST RAINED",TRAPLINE
1323,,7,11,1989,LA PESCA A SOTO,TAMAULIPAS,MEXICO,La Pesca region,TAM,23.787763,-97.776215,"KRW,AMC,NJ",NA,NEW AND OLD COMB VERY DEFENSIVE POLLEN SOME NECTAR SEALED PUPAE,"SUNNY, CLEAR, WARM",TRAPLINE
1221,,4,4,1989,PESCA\SLM,TAMAULIPAS,MEXICO,La Pesca region,TAM,23.787763,-97.776215,W.L.R. ET.AL.,NA,SIN CERA,NUBLADO,TRAPLINE
1384,,14,8,1990,A CMBRES-VICT,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"AMC, RR",NA,"LAYING WORKER EGGS, CELLS VERY UNEVEN, SOME 5.9CM/10 CELLS, NECTAR, 0.43KG",NA,TRAPLINE
1333,,12,3,1990,A CMBRS-CD VICT,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"WLR, IGI, MOR",NA,"POCO POLEN , NECTAR-- TOTAL=0.68KG - .07KG = .61KG NETA","NUBLADO, NO VIENTO, ~74F",TRAPLINE
1405_A,,12,9,1990,ACMBRES-VICT,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"MDR, JHZM",NA,0.2 KG DE ABEJAS,"NUBLADO, 09:00H",TRAPLINE
1336,,13,3,1990,CD VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,WLR ET AL,NA,NO DRONES,MUCHO VIENTO,TRAPLINE
1345,,14,3,1990,CD VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"WLR, IGI, MDR",NA,NEW SWARM DRONES PRESENT,FRESCO NUBLADO,TRAPLINE
1350,,10,4,1990,CD VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"WLR,MD,DR",NA,PESO:1.85 - .57 = 1.28KG A FEW DRONES VERY LITTLE POLLEN AND NO NECTAR,"FRESCO, ~22C",TRAPLINE
1351,,10,4,1990,CD VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"WLR,IGI,DR",NA,SE PUSIERON TRAMPAS CON FERMONES WINSTON NEGRO POCOS ZANGANOS 1.04 - .57KG = .47KG,"FRESCO, ~23C",TRAPLINE
1354,,10,4,1990,CD VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,WLR ET AL,NA,PESO:1.20 - .57 = .63KG,"FRESCO, ~23C",TRAPLINE
1356,,10,4,1990,CD VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,WLR ET AL,NA,NO DRONES WINSTON NEGRA,"NUBLADO, CALOROSO, 30C",TRAPLINE
1358,,10,4,1990,CD VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,WLR ET AL,NA,PESO:.68KG = 1.25 - .57KG WINSTON ROJO,"SOLEADO,~35C",TRAPLINE
1381,,10,7,1990,CD. VICT A SOTO,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"RAUL,JAMES,MODESTO,MAYO,ZAVALA",NA,1050 GRAMS SWARM WT 1-PANAL DECELARNA ZANGANO,"NUBLADO, OVERCAST, DRIZZLE",TRAPLINE
1382,,10,7,1990,CD. VICT A SOTO,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"RAUL,JAMES,MODESTO",NA,150 GRAMS,OVERCAST DRIZZLE,TRAPLINE
1368,,8,5,1990,CD VICTORIA A SOTO,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"WLR,IGI,PM",NA,NO HAY MIEL NE POLEN .62 - .51 MUY POCAS ABEJAS,CLOUDY,TRAPLINE
1370,,8,5,1990,CD. VICTORIA A SOTO,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"WLR,IGI,PM",NA,"NO DRONES ALGO DE NECTAR, POCO POLEN 1.23-.51KG","CLOUDY,COOL, BREEZE",TRAPLINE
1371,,8,5,1990,CD. VICTORIA A SOTO,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"WLR,IGI,PM",NA,"(.81-.51)KG NO SE PERSRON TODAS QUE MUCHAS ESTABAN AFUERA ALGO DE NECTAR, SIN POLEN","CLOUDY,COOL, BREEZE",TRAPLINE
1374,,8,5,1990,CD. VICTORIA A SOTO,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"WLR,IGI,PM",NA,(.97-.51) NO DRONES LITTLE HONEY LITTLE POLLEN,SUNNY,TRAPLINE
1375,,8,5,1990,CD. VICTORIA A SOTO,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"WLR,IGI,PM",NA,A LITTLE HONEY AND POLLEN,"SUNNY, CALOROSO",TRAPLINE
1376_A,,8,5,1990,CD. VICTORIA A SOTO,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"WLR,IGI,PM",NA,NO DRONES (1.16-.51KG),"SUNNY, CALOROSO",TRAPLINE
1376_B,,8,5,1990,CD. VICTORIA A SOTO,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"WLR,IGI,PM",NA,NO DRONES (1.16-.51KG),"SUNNY, CALOROSO",TRAPLINE
1377,,8,8,1990,CD. VICTORIA A SOTO,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"WLR,IGI,PM",NA,(.73-.51KG) NO DRONES A LITTLE POLLEN AND NO HONEY,"SUNNY, CALOROSO",TRAPLINE
1326,,10,1,1990,CD. VICTOROA A SOTO,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"WLR,NJ",NA,"2 PUPAE CASI ADULTOS NO HAY OTROS ESTADIOS DE LARVAS. SIN NECTAR,SIN POLEN,SIN MIEL NO HAY POSTURA",SUNNY,TRAPLINE
1328_A,,10,1,1990,CD. VICTOROA A SOTO,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"WLR,NJ,KRW,JHZM",NA,*PARTIAL SAMPLE TODOS PANALES CAIDOS BASTANTE MIEL (~1/2 KG) OPERCULADA THE FROZEN BEES REPRESENT ABOUT 75% OF THE SWARM THE REST WERE DISCARDED,PARTLY CLOUDY,TRAPLINE
1388,,14,8,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"AMC,RR,JHZM,MDR,IGI",NA,"0.220KG, MIEL Y POLEN, POCO ZANG, DRONES WITH QUEEN SAMPLE, SITIO WINSTON KM 13.4",30C,TRAPLINE
1393,,14,8,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"AMC,RR,JHZM,MDR,IGI",NA,"0.520KG, POLEN, SITIO WINSTON 15.3KM",30C,TRAPLINE
1399,,14,8,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"AMC, RR, JHZM, MDR, IGI",NA,"PROPOLIZED ENTRANCE ALMOST CLOSED, MUCHO POLEN, POCA MIEL, ADULT DRONES, 0.47KG, STINGS 31/7",NA,TRAPLINE
1403,,11,9,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"WLR, MDR, JHZM",NA,0.800 KG,"MEDIO NUBLADO, 35C",TRAPLINE
1404,,11,9,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"WLR, JHZM, MDR",NA,"POCO POLEN Y ALGO DE NECTAR, 0.200 KG","NUBLADO, 35C",TRAPLINE
1407,,12,9,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM, MDR",NA,"NO PANALES, 1.350 KG","NUBLADO, 11:58H",TRAPLINE
1408,,12,9,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM, MDR, ISMAEL, POLO",NA,1.450 KG,"NUBLADO, 12:25H",TRAPLINE
1409,,12,9,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM, MDR",NA,".500 KG, NO SDE HIZO PRUEBA PORQUE LA TRAMPA TENIA MUCHOS AGOJEROS",NUBLADO,TRAPLINE
1410,,12,9,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM, MDR",NA,"1.450 KG, PROBABLY CREATED FROM COMPARACION SITE # 44 AT KM 41.6, INTERMEDIATE SITE, NO BEHAVIOR TEST","NUBLADO, 14:00H",TRAPLINE
1411,,12,9,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"MDR, JHZM, ISMAEL, POLO",NA,0.850 KG,"NUBLADO, 14:30H",TRAPLINE
1412,,12,9,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,0.550KG,NUBLADO,TRAPLINE
1418,,7,10,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM, WLR",NA,"0.61KG, INTERM SITE KM 5.0","NIEBLINA 08:00, 20C",TRAPLINE
1419,,7,10,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM, WLR",NA,"10% CRIA DE ZANGANO, BASTANTE POLEN, POCA MIEL, NO SE PESO","SOLEADO, 09:2025C",TRAPLINE
1420,,9,10,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM, MDR",NA,"INTRM SITE KM 149.2 MUCHA MIEL Y POLEN, NO SE HIZO PRUEBA DE DEFENSIVIDAD",NUBLADO 11:08,TRAPLINE
1421,,9,10,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM, MDR",NA,MIEL Y POLEN,"MEDIO NUBLADO, 13:20,",TRAPLINE
1422,,9,10,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM, MDR",NA,"1.3KG, NO PRUEBA","NUBLADO, VIENTO, 14:00",TRAPLINE
1423,,9,10,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM, MDR",NA,"1.4KG, POCA MIEL, PANALES GRANDES","NUBLADO, VIENTO, 14:00",TRAPLINE
1424,,9,10,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM, MDR",NA,"0.8KG, CELDILLA DE ZANGANO","NUBLADO, VIENTO, 14:29",TRAPLINE
1425,,9,10,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM, MDR",NA,"1.7KG, MUCHA MIEL, POLEN, INTERM SITE KM 19","NUBLADO, VIENTO, 14:55",TRAPLINE
1426,,9,10,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM, MDR",NA,"1.00KG, MUCHA CRIA DE OBRERA, NO PRUEBA","NUBLADO, VIENTO, 15:25",TRAPLINE
1427,,9,10,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM, MDR",NA,0.9KG MIEL OPERCULADA,"NUBLADO, VIENTO, 16:00",TRAPLINE
1428,,9,10,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM, MDR",NA,".450KG, OLD WINSTON, NOW INTERM SITE KM 28, ENJAMBRE RESIDUAL CON REINA (O OTRO ENJAMBRE), NO PRUEBA","NUBLADO, VIENTO, 16:20",TRAPLINE
1429,,9,10,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM, MDR",NA,"1.7KG, MIEL Y POLEN, OLD WINSTON NOW INTERM SITE KM28, NO PRUEBA","NUBLADO, VIENTO, 16:20",TRAPLINE
1430,,9,10,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM, MDR",NA,"0.650KG, MIEL Y POLEN","NUBLADO, VIENTO, 16:20",TRAPLINE
1431,,9,10,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM, MDR",NA,"1.20KG, MIEL Y POLEN, NO PRUEBA","NUBLADO, VIENTO, FRIO, 15C,",TRAPLINE
1432,,10,10,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM, MDR",NA,"0.700KG POCO MIEL, POLEN, ENJAMBRE PEQUENO, NO PRUEBA","NUBLADO, VIENTO, FRIO, 15C, 08:15",TRAPLINE
1433,YES,10,10,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM, MDR",NA,"1.00KG, POCO MIEL, POLEN, NO PRUEBA","NUBLADO, 09:00",TRAPLINE
1434,,10,10,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM, MDR",NA,"3.6KG, POCA MIEL, NO POLEN, ESTE TRAMPA QUEDO ARRIBA ABIERTA, INTERM SITE KM 41.6, NO PRUEBA","NUBLADO, 09:20",TRAPLINE
1435,,10,10,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM, MDR, IGI",NA,"0.950KG, MIEL, POLEN, TRAMPA REPARADA POR RUBINK, NO PRUEBA","NUBLADO, VIENTO, 15C, 09:35",TRAPLINE
1436,,10,10,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM, MDR, IGI",NA,"1.450KG, MIEL, POLEN, CELDILLA DE ZANGANO, NO PRUEBA","NUBLADO, VIENTO, 15C, 10:00",TRAPLINE
1437,,10,10,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM, MDR, IGI",NA,"1.300KG, NO MIEL, NO POLEN, NO PRUEBA","NUBLADO, VIENTO, 15C, 10:00",TRAPLINE
1438,,10,10,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM, MDR, IGI",NA,"0.800KG, MIEL Y POLEN, NO PRUEBA, INTERM SITE KM 48.7","NUBLADO, VIENTO, 15C, 10:20",TRAPLINE
1439,YES,10,10,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM, MDR, IGI",NA,"1.300KG, MIEL SIN OPERCULA, NO PRUEBA","NUBLADO, VIENTO, FRIO 10:45",TRAPLINE
1440,,10,10,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM, MDR, IGI",NA,"1.10KG, POCA MIEL","MEDIO NUBLADO, VIENTO, 16C, 13:00",TRAPLINE
1441,,10,10,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM, MDR, IGI",NA,"0.600KG, NADA DE MIEL, DOBLE REINA, 10 COPACELDAS, NO PRUEBA","MEDIO NUBLADO, VIENTO, 16C, 13:00",TRAPLINE
1442,,10,10,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM, MDR, IGI",NA,"1.500KG, MUCHA ACTIVIDAD","MEDIO NUBLADO, VIENTO, 17C,",TRAPLINE
1443,,10,10,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM, MDR, IGI",NA,"0.650KG, NO MIEL, OLD WINSTON, NOW INTERM SITE KM 102.1","MEDIO NUBLADO, VIENTO, 17C, 14:30",TRAPLINE
1444,,10,10,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM, MDR, IGI",NA,"0.650KG, NO MIEL, INTERM SITE KM 109.5, NO PRUEBA","MEDIO NUBLADO, VIENTO, 17C, 14:55",TRAPLINE
1445,,10,10,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM, MDR, IGI",NA,"1.200KG, POCO MIEL, NO PRUEBA","MEDIO NUBLADO, 17C, 15:30",TRAPLINE
1446,,10,10,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM, MDR, IGI",NA,"2.300KG, NO HAY PANALES, NO PRUEBA","MEDIO NUBLADO, 17C, 15:30",TRAPLINE
1447,,10,10,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM, MDR, IGI",NA,"1.75KG, NO HAY PANALES, NO PRUEBA","MEDIO NUBLADO, 17C, 15:30",TRAPLINE
1448,,10,10,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM, MDR, IGI",NA,"0.900KG, MIEL OPERCULADA, NO PRUEBA","MEDIO NUBLADO, 17C, 16:00",TRAPLINE
1449,,10,10,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM, MDR, IGI",NA,"1.200KG, POCO MIEL,POLEN, NO PRUEBA, OLD WINSTON NOW INTERM SITE KM 115.2","MEDIO NUBLADO, 17C, 16:20",TRAPLINE
1468,,24,10,1990,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,"0.900KG, ENJAMBRE RESIDUAL","MEDIO NUBLADO,15:35H",TRAPLINE
